Scientific Name,Classification,Lowest Price RON,Highest Price RON,Water Level Area,Temp C Low ,Temp C High ,Hardness dH Low,Hardness dH High,pH Low,pH High,Display Name,Budget Category,Habitat Type,Experience Level,Tank Size Category,Distribution,MacroRegion,Picture URL,Note
Mikrogeophagus ramirezi,Small American Cichlids,13.95,59.9,Bottom/Mid Water,27,30,5,12,4,7,Ram (Papiliochromis ramirezi original),Low Budget,Flowing River,Advanced,Medium,Orinoco,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Mikrogeophagus_ramirezi_male.jpg/400px-Mikrogeophagus_ramirezi_male.jpg,"Basic variety. Photo by Sven Kullander / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Mikrogeophagus_ramirezi_male.jpg"
Apistogramma abacaxis,Small American Cichlids,106,106,Bottom/Mid Water,22,28,1,6,4.5,7.5,Apistogramma Wilhelmi (Apistogramma wilhelmi),High Budget,Still Water,Advanced,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma abacaxis,Small American Cichlids,106,106,Bottom/Mid Water,22,28,1,6,4.5,7.5,Apistogramma Wilhelmi (Apistogramma wilhelmi),High Budget,Flowing River,Advanced,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Dicrossus maculatus,Small American Cichlids,26.52,26.52,Middle Water,26,30,0,1,3.4,5.4,Spadetailed Checkerboard Cichlid (Dicrossus maculatus),Medium Budget,Flowing River,Advanced,Medium,Amazon,South America,https://inaturalist-open-data.s3.amazonaws.com/photos/346732618/small.jpeg,"Photo by ipbioreservajutuarana / inaturalist, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://www.inaturalist.org/observations/196940938"
Dicrossus filamentosus,Small American Cichlids,24.24,24.24,Bottom/Mid Water,27,30,0,1,4.5,5.8,Lyretail Checkerboard Cichlid (Dicrossus filamentosus),Medium Budget,Flowing River,Beginner,Medium,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Dicrossus_filamentosus_male.png/400px-Dicrossus_filamentosus_male.png,"Photo by Eduardo A Carvalho / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Dicrossus_filamentosus_male.png"
Apistogramma hoignei,Small American Cichlids,72.73,72.73,Bottom/Mid Water,23,29,5,15,5,7,Hoigne's Dwarf Cichlid (Apistogramma hoignei),High Budget,Flowing River,Beginner,Medium,Orinoco,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma diplotaenia,Small American Cichlids,609.9,609.9,Bottom/Mid Water,24,29,2,15,6,6.5,Apistogramma diplotaenia (Apistogramma diplotaenia),High Budget,Still Water,Advanced,Medium,Orinoco,South America,https://inaturalist-open-data.s3.amazonaws.com/photos/418222596/large.jpg,"Photo by Nic0suave1 / inaturalist.org, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://www.inaturalist.org/observations/235188294"
Apistogramma diplotaenia,Small American Cichlids,609.9,609.9,Bottom/Mid Water,24,29,2,15,6,6.5,Apistogramma diplotaenia (Apistogramma diplotaenia),High Budget,Flowing River,Advanced,Medium,Orinoco,South America,https://inaturalist-open-data.s3.amazonaws.com/photos/418222596/large.jpg,"Photo by Nic0suave1 / inaturalist.org, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://www.inaturalist.org/observations/235188294"
Apistogramma caetei,Small American Cichlids,104.83,104.83,Bottom/Mid Water,23,30,1,6,5.5,7,Apistogramma caetei (Apistogramma caetei),Medium Budget,Flowing River,Advanced,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma agassizi,Small American Cichlids,75.64,75.64,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (tefe ii),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,46.81,46.81,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (blue),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,35.15,35.15,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (gold red),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,86.46,86.46,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (Rio Tefe-Blue),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,40.3,40.3,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (super red),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,50.4,50.4,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (red dorsal),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,33.33,45.81,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (double red),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,22.18,29.9,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (Apistogramma Agassizi),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,43.18,59.9,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (Fire Red),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,79.9,79.9,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (Rio Tefe-Red),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Apistogramma agassizi,Small American Cichlids,103.95,103.95,Mid/Top Water,22,29,2,12,3,6.5,Agassizi's Dwarf Cichlid (gold line tucurui),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Apistogramma_agassizii_in_aquarium.jpg/640px-Apistogramma_agassizii_in_aquarium.jpg,"Photo by Cisamarc / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii_in_aquarium.jpg"
Taeniacara candidi,Small American Cichlids,111,111,Middle Water,27,30,0,1,4.5,5.8,Taeniacara candidi (Taeniacara candidi),Medium Budget,Flowing River,Advanced,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Taeniacara_candidi_adult.jpg/400px-Taeniacara_candidi_adult.jpg,Source: https://commons.wikimedia.org/wiki/File:Taeniacara_candidi_adult.jpg
Apistogramma eremnopyge,Small American Cichlids,90.8,90.8,Mid/Top Water,22,28,2,12,4,6,Strawberry Dwarf Cichlid (Apistogramma eremnopyge),High Budget,Flowing River,Beginner,Medium,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/3/32/Apistogramma_eremnopyge.jpg,"Photo by Mazapura /  Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_eremnopyge.jpg"
Nannacara,Small American Cichlids,136.9,136.9,Bottom/Mid Water,22,25,3,8,6,7.5,Nannacara (neon blue),High Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nannacara_anomala_male1.jpg/400px-Nannacara_anomala_male1.jpg,"Basic variety. Photo by Borkowski.robert / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannacara_anomala_male1.jpg"
Nannacara,Small American Cichlids,136.9,136.9,Bottom/Mid Water,22,25,3,8,6,7.5,Nannacara (neon blue),High Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nannacara_anomala_male1.jpg/400px-Nannacara_anomala_male1.jpg,"Basic variety. Photo by Borkowski.robert / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannacara_anomala_male1.jpg"
Apistogramma staecki,Small American Cichlids,136.8,136.8,Bottom/Mid Water,24,28,2,15,5,6.5,Apistogramma staecki (Apistogramma staecki),High Budget,Flooded Areas,Advanced,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma staecki,Small American Cichlids,136.8,136.8,Bottom/Mid Water,24,28,2,15,5,6.5,Apistogramma staecki (Apistogramma staecki),High Budget,Flowing River,Advanced,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma,Small American Cichlids,81.51,81.51,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (mamore red),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,81.51,81.51,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (mamore),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,173.31,173.31,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (Diamond Face),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,83.14,83.14,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (Black chin),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,43.18,43.18,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (viejeta gold),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,44.47,70.6,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (viejeta II),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,40.7,40.7,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (red - point),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,31.11,33.33,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (opal),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,34.33,34.33,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (Viejeta),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma,Small American Cichlids,103.95,103.95,Bottom/Mid Water,24,28,0,10,5,7,Apistogramma (algodon II),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/2/2b/Apistogramma_agassizii-02.jpg?20080206202814,"Photo by Sychriscar / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0/) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_agassizii-02.jpg"
Apistogramma norberti,Small American Cichlids,121.1,121.1,Bottom/Mid Water,24,28,0,3,4.5,6.5,Apistogramma norberti (Apistogramma norberti),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma juriensis,Small American Cichlids,103.95,103.95,Bottom/Mid Water,20,29,0,4,4.5,7,Apistogramma juriensis (Apistogramma juriensis),High Budget,Flowing River,Beginner,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma cruzi,Small American Cichlids,103.95,103.95,Bottom/Mid Water,24,28,1,10,5.5,7,Cruzeiro Apisto (Apistogramma cruzi),High Budget,Flowing River,Beginner,Medium,Amazon,South America,https://inaturalist-open-data.s3.amazonaws.com/photos/31234171/medium.jpeg,"Photo by anthonygiardenelli / inaturalist.org, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://www.inaturalist.org/photos/31234171"
Apistogramma cacatuoides,Small American Cichlids,26.11,26.11,Middle Water,22,29,0,15,5,7,Cockatoo Cichlid (gold),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Apistogramma_cacatuoides.jpg/400px-Apistogramma_cacatuoides.jpg,"Photo by Redspider / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_cacatuoides.jpg"
Apistogramma cacatuoides,Small American Cichlids,23.02,33.95,Middle Water,22,29,0,15,5,7,Cockatoo Cichlid (Double Red),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Apistogramma_cacatuoides.jpg/400px-Apistogramma_cacatuoides.jpg,"Photo by Redspider / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_cacatuoides.jpg"
Apistogramma cacatuoides,Small American Cichlids,24.86,34.32,Middle Water,22,29,0,15,5,7,Cockatoo Cichlid (gold red),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Apistogramma_cacatuoides.jpg/400px-Apistogramma_cacatuoides.jpg,"Photo by Redspider / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_cacatuoides.jpg"
Apistogramma cacatuoides,Small American Cichlids,22.85,31.12,Middle Water,22,29,0,15,5,7,Cockatoo Cichlid (Apistogramma cacatuoides),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Apistogramma_cacatuoides.jpg/400px-Apistogramma_cacatuoides.jpg,"Photo by Redspider / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_cacatuoides.jpg"
Apistogramma cacatuoides,Small American Cichlids,22.84,34.33,Middle Water,22,29,0,15,5,7,Cockatoo Cichlid (orange),Medium Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Apistogramma_cacatuoides.jpg/400px-Apistogramma_cacatuoides.jpg,"Photo by Redspider / Wikimedia Commons, licensed under CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_cacatuoides.jpg"
Apistogramma baenschi,Small American Cichlids,81.51,81.51,Bottom/Mid Water,20,26,1,5,4,6.5,Inca Dwarf Cichlid (Inca),High Budget,Flowing River,Advanced,Medium,Amazon,South America,https://inaturalist-open-data.s3.amazonaws.com/photos/68029702/medium.jpeg,"Photo by Josh Allen  / https://www.inaturalist.org/, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0) Source: https://www.inaturalist.org/photos/68029678"
Apistogramma bitaeniata,Small American Cichlids,93.54,93.54,Bottom/Mid Water,22,29,1,5,4.5,7,Two-Striped Dwarf Cichlid (Peru Blue),High Budget,Flowing River,Advanced,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Apistogramma_bitaeniata.jpg/400px-Apistogramma_bitaeniata.jpg,"Photo by Britzke / Wikimedia Commons, licensed under CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_bitaeniata.jpg"
Acarichthys heckeli,Small American Cichlids,165,165,Middle Water,24,30,1,12,6,8,Threadfin Acara (Acarichthys heckeli),High Budget,Flooded Areas,Advanced,Large,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Acarichthys_heckelii_-_subadulte_03.jpg/640px-Acarichthys_heckelii_-_subadulte_03.jpg,"Photo by Cedricguppy - Loury Cédric / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Acarichthys_heckelii_-_subadulte_03.jpg"
Acarichthys heckeli,Small American Cichlids,165,165,Middle Water,24,30,1,12,6,8,Threadfin Acara (Acarichthys heckeli),High Budget,Flowing River,Advanced,Large,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Acarichthys_heckelii_-_subadulte_03.jpg/640px-Acarichthys_heckelii_-_subadulte_03.jpg,"Photo by Cedricguppy - Loury Cédric / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Acarichthys_heckelii_-_subadulte_03.jpg"
Mikrogeophagus altispinosus,Small American Cichlids,24.96,24.96,Middle Water,24,28,1,10,6,7.5,Bolivian Ram (Papiliochromis altispinosa),Medium Budget,Still Water,Beginner,Large,Bolivia,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Mikrogeophagus_altispinosus_male.jpg/400px-Mikrogeophagus_altispinosus_male.jpg,"Photo by úlfhams_víkingur / Wikimedia Commons, licensed under CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0) Source: https://commons.wikimedia.org/wiki/File:Mikrogeophagus_altispinosus_male.jpg"
Mikrogeophagus altispinosus,Small American Cichlids,24.96,24.96,Middle Water,24,28,1,10,6,7.5,Bolivian Ram (Papiliochromis altispinosa),Medium Budget,Flowing River,Beginner,Large,Bolivia,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Mikrogeophagus_altispinosus_male.jpg/400px-Mikrogeophagus_altispinosus_male.jpg,"Photo by úlfhams_víkingur / Wikimedia Commons, licensed under CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0) Source: https://commons.wikimedia.org/wiki/File:Mikrogeophagus_altispinosus_male.jpg"
Nannacara anomala,Small American Cichlids,15.56,22.85,Bottom/Mid Water,22,25,3,8,6,7.5,Golden Dwarf Cichlid (Nannacara anomala),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nannacara_anomala_male1.jpg/400px-Nannacara_anomala_male1.jpg,"Photo by Borkowski.robert / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannacara_anomala_male1.jpg"
Nannacara anomala,Small American Cichlids,15.56,22.85,Bottom/Mid Water,22,25,3,8,6,7.5,Golden Dwarf Cichlid (Nannacara anomala),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nannacara_anomala_male1.jpg/400px-Nannacara_anomala_male1.jpg,"Photo by Borkowski.robert / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Nannacara_anomala_male1.jpg"
Apistogramma tucurui,Small American Cichlids,35.81,35.81,Bottom/Mid Water,22,27,1,10,5.5,6.5,Tucurui Dwarf Cichlid (Apistogramma tucurui),High Budget,Flowing River,Advanced,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma tucurui,Small American Cichlids,35.81,35.81,Bottom/Mid Water,22,27,1,10,5.5,6.5,Tucurui Dwarf Cichlid (Apistogramma tucurui),High Budget,Flooded Areas,Advanced,Medium,Amazon,South America,https://openclipart.org/image/400px/260648,No licensed image available yet
Apistogramma nijsseni,Small American Cichlids,41.52,46.73,Mid/Top Water,24,28,2,8,5,6.5,Panda Dwarf Cichlid (Apistogramma nijsseni),High Budget,Flowing River,Beginner,Small,Amazon,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Apistogramma_nijsseni_%28f%29.jpg/400px-Apistogramma_nijsseni_%28f%29.jpg,"Photo by Sascha Biedermann / Wikimedia Commons, licensed under CC BY-SA 2.5 (https://creativecommons.org/licenses/by-sa/2.5) Source: https://commons.wikimedia.org/wiki/File:Apistogramma_nijsseni_(f).jpg"
Apistogramma macmasteri,Small American Cichlids,66.12,66.12,Bottom/Mid Water,24,28,1,8,5.5,7,Macmaster's Apistogramma  (red mask),Medium Budget,Flooded Areas,Beginner,Medium,Orinoco,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/ApistogrammaMacmasteri.jpg/400px-ApistogrammaMacmasteri.jpg,"Photo by Dnoerholm /  Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:ApistogrammaMacmasteri.jpg"
