Scientific Name,Classification,Lowest Price RON,Highest Price RON,Water Level Area,Temp C Low ,Temp C High ,Hardness dH Low,Hardness dH High,pH Low,pH High,Display Name,Budget Category,Habitat Type,Experience Level,Tank Size Category,Distribution,MacroRegion,Picture URL,Note
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (coral tail),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (coral tail),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (coral tail),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blonde rainbow),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blonde rainbow),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blonde rainbow),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blonde rainbow),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (powder blue),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (powder blue),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (powder blue),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (powder blue),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (shakthi-batik),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (shakthi-batik),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (shakthi-batik),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.15,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (shakthi-batik),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (neon firetail),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (neon firetail),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (neon firetail),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (neon firetail),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (triangle),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (triangle),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (triangle),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (triangle),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden tuxedo),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden tuxedo),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden tuxedo),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.05,10.35,Mid/Top Water,17,28,8,30,7,8.5,Guppy (golden tuxedo),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (rainbow),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (rainbow),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (rainbow),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (rainbow),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue cobra),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue cobra),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue cobra),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (blue cobra),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (pineapple cobra),Low Budget,Brackish Environment,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (pineapple cobra),Low Budget,Still Water,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (pineapple cobra),Low Budget,Flowing River,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
Poecilia reticulata,GUPPY,10.35,10.76,Mid/Top Water,17,28,8,30,7,8.5,Guppy (pineapple cobra),Low Budget,Flooded Areas,Beginner,Small,Northeastern South America,South America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Breeding_guppy_IMG_0825.jpg/400px-Breeding_guppy_IMG_0825.jpg,"Basic variety pair pictured. Photo by Marrabbio2 / Wikimedia Commons, licensed under CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/deed.en) Source: https://commons.wikimedia.org/wiki/File:Breeding_guppy_IMG_0825.jpg"
